journal,year,edition,referenced num this year,published num in the first 6 months,published num this year,num of paper,num of self_scitation in the first 6 months,num of self_scitation,num of reference this year,review doctype num,something,num authors
APPL COMPUT MATH,2012,,18,0,0,0,0,0,0,0,0,0
APPL COMPUT MATH,2013,,12,0,0,0,0,0,0,0,0,0
RES SOC ADMIN PHARM,2008,,0,0,0,0,0,0,0,0,0,0
RES SOC ADMIN PHARM,2009,WOS.SSCI,0,2,9,9,0,0,19,0,0,39
RES SOC ADMIN PHARM,2010,WOS.SSCI,16,12,26,26,8,10,88,0,2,87
RES SOC ADMIN PHARM,2011,WOS.SSCI,38,18,40,40,3,6,177,1,16,156
RES SOC ADMIN PHARM,2012,WOS.SSCI,81,22,53,53,4,25,349,5,19,174
RES SOC ADMIN PHARM,2013,WOS.SSCI,171,34,92,92,34,71,724,4,35,306
J ETHNOPHARMACOL,2008,WOS.SCI,23,8,85,85,1,21,202,19,0,390
J ETHNOPHARMACOL,2009,WOS.SCI,211,125,292,292,7,35,806,17,48,1614
J ETHNOPHARMACOL,2010,WOS.SCI,996,226,452,452,65,178,2153,12,366,2523
J ETHNOPHARMACOL,2011,WOS.SCI,2724,417,725,725,290,546,5075,27,991,4003
J ETHNOPHARMACOL,2012,WOS.SCI,4915,369,653,653,466,878,6818,39,1674,3552
J ETHNOPHARMACOL,2013,WOS.SCI,7048,321,632,632,594,1161,8141,40,2123,3555
QUAL THEOR DYN SYST,2008,,0,0,0,0,0,0,0,0,0,0
QUAL THEOR DYN SYST,2009,,0,0,0,0,0,0,0,0,0,0
QUAL THEOR DYN SYST,2010,,0,0,0,0,0,0,0,0,0,0
QUAL THEOR DYN SYST,2011,WOS.SCI,1,8,14,14,0,0,30,0,0,26
QUAL THEOR DYN SYST,2012,WOS.SCI,9,9,14,14,1,1,54,0,4,24
QUAL THEOR DYN SYST,2013,WOS.SCI,20,9,20,20,0,1,58,0,6,35
FOOD FUNCT,2008,,0,0,0,0,0,0,0,0,0,0
FOOD FUNCT,2009,,0,0,0,0,0,0,0,0,0,0
FOOD FUNCT,2010,WOS.SCI,1,0,28,28,0,0,402,7,0,124
FOOD FUNCT,2011,WOS.SCI,55,34,75,75,4,12,886,16,11,353
FOOD FUNCT,2012,WOS.SCI,356,70,136,136,8,35,2285,27,129,589
FOOD FUNCT,2013,WOS.SCI,797,101,189,189,28,69,3252,21,281,867
J EVAL CLIN PRACT,2008,WOS.SCI,16,2,17,17,0,15,75,0,0,50
J EVAL CLIN PRACT,2009,WOS.SCI,109,19,81,81,7,94,324,2,7,229
J EVAL CLIN PRACT,2010,WOS.SCI,108,64,135,135,38,52,377,3,32,516
J EVAL CLIN PRACT,2011,WOS.SCI,385,68,160,160,20,164,762,2,104,561
J EVAL CLIN PRACT,2012,WOS.SCI,622,91,170,170,65,175,1046,6,181,641
J EVAL CLIN PRACT,2013,WOS.SCI,764,78,157,157,89,115,1075,6,235,570
J APPL ICHTHYOL,2008,WOS.SCI,14,7,19,19,6,14,32,1,0,75
J APPL ICHTHYOL,2009,WOS.SCI,30,14,54,54,1,3,83,0,3,216
J APPL ICHTHYOL,2010,WOS.SCI,109,70,143,143,6,40,506,13,37,503
J APPL ICHTHYOL,2011,WOS.SCI,248,117,220,220,37,59,750,4,101,815
J APPL ICHTHYOL,2012,WOS.SCI,536,78,168,168,84,142,1048,8,185,642
J APPL ICHTHYOL,2013,WOS.SCI,718,108,244,244,48,110,1169,0,179,895
CIENCIA TECNOL ALIME,2008,WOS.SCI,0,0,8,8,0,0,8,0,0,39
CIENCIA TECNOL ALIME,2009,WOS.SCI,0,5,17,17,0,0,29,0,0,68
CIENCIA TECNOL ALIME,2010,WOS.SCI,2,38,71,71,0,1,183,5,0,267
CIENCIA TECNOL ALIME,2011,WOS.SCI,24,44,88,88,1,1,253,1,10,371
CIENCIA TECNOL ALIME,2012,WOS.SCI,55,46,99,99,4,8,411,0,20,421
CIENCIA TECNOL ALIME,2013,,142,0,0,0,0,0,0,0,30,0
J NEUROGASTROENTEROL,2008,,0,0,0,0,0,0,0,0,0,0
J NEUROGASTROENTEROL,2009,,0,0,0,0,0,0,0,0,0,0
J NEUROGASTROENTEROL,2010,,0,0,0,0,0,0,0,0,0,0
J NEUROGASTROENTEROL,2011,WOS.SCI,36,35,77,77,7,29,663,16,0,236
J NEUROGASTROENTEROL,2012,WOS.SCI,155,44,86,86,22,56,700,12,47,259
J NEUROGASTROENTEROL,2013,WOS.SCI,304,48,93,93,34,66,882,12,127,293
J MATER PROCESS TECH,2008,WOS.SCI,11,9,25,25,2,2,28,4,0,75
J MATER PROCESS TECH,2009,WOS.SCI,89,135,198,198,0,2,353,4,15,671
J MATER PROCESS TECH,2010,WOS.SCI,347,98,195,195,9,22,533,2,153,708
J MATER PROCESS TECH,2011,WOS.SCI,684,115,217,217,37,66,793,1,312,784
J MATER PROCESS TECH,2012,WOS.SCI,1213,148,281,281,52,122,1206,3,356,1024
J MATER PROCESS TECH,2013,WOS.SCI,1888,106,237,237,65,152,1348,0,390,867
MYCOL RES,2008,WOS.SCI,9,4,23,23,1,1,43,2,0,114
MYCOL RES,2009,WOS.SCI,105,49,97,97,4,16,259,3,18,420
MYCOL RES,2010,,212,0,0,0,0,0,0,0,102,0
MYCOL RES,2011,,356,0,0,0,0,0,0,0,140,0
MYCOL RES,2012,,344,0,0,0,0,0,0,0,0,0
MYCOL RES,2013,,321,0,0,0,0,0,0,0,0,0
J WOOD SCI,2008,WOS.SCI,1,1,11,11,0,1,16,0,0,45
J WOOD SCI,2009,WOS.SCI,11,15,34,34,2,6,74,1,3,99
J WOOD SCI,2010,WOS.SCI,43,33,45,45,14,14,125,0,26,143
J WOOD SCI,2011,WOS.SCI,86,26,57,57,7,22,187,1,37,214
J WOOD SCI,2012,WOS.SCI,153,28,64,64,19,43,276,0,47,227
J WOOD SCI,2013,WOS.SCI,239,33,65,65,21,48,380,1,47,219
OBSTET GYN CLIN N AM,2008,WOS.SCI,1,6,20,20,0,0,52,1,0,24
OBSTET GYN CLIN N AM,2009,WOS.SCI,10,18,41,41,0,0,307,4,3,68
OBSTET GYN CLIN N AM,2010,WOS.SCI,102,23,33,33,3,3,291,0,44,62
OBSTET GYN CLIN N AM,2011,WOS.SCI,166,21,44,44,0,0,569,1,70,85
OBSTET GYN CLIN N AM,2012,WOS.SCI,257,20,39,39,1,2,612,1,57,95
OBSTET GYN CLIN N AM,2013,WOS.SCI,300,28,47,47,4,4,1017,0,55,82
MMWR-MORBID MORTAL W,2008,,0,0,0,0,0,0,0,0,0,0
MMWR-MORBID MORTAL W,2009,,0,0,0,0,0,0,0,0,0,0
MMWR-MORBID MORTAL W,2010,,0,0,0,0,0,0,0,0,0,0
MMWR-MORBID MORTAL W,2011,,0,0,0,0,0,0,0,0,0,0
MMWR-MORBID MORTAL W,2012,,1,0,0,0,0,0,0,0,0,0
MMWR-MORBID MORTAL W,2013,WOS.SCI,216,97,190,190,7,23,576,0,0,1310
AVIAN CONSERV ECOL,2008,WOS.SCI,2,2,6,6,0,1,8,0,0,22
AVIAN CONSERV ECOL,2009,WOS.SCI,4,7,11,11,1,1,37,0,1,34
AVIAN CONSERV ECOL,2010,WOS.SCI,19,6,19,19,2,6,77,0,9,59
AVIAN CONSERV ECOL,2011,WOS.SCI,33,8,15,15,10,14,74,0,17,36
AVIAN CONSERV ECOL,2012,WOS.SCI,40,6,12,12,1,1,96,0,10,60
AVIAN CONSERV ECOL,2013,WOS.SCI,78,5,20,20,1,28,257,0,7,61
AM SOCIOL REV,2008,WOS.SSCI,1,0,6,6,0,1,11,0,0,15
AM SOCIOL REV,2009,WOS.SSCI,13,11,25,25,1,2,46,3,3,49
AM SOCIOL REV,2010,WOS.SSCI,113,16,34,34,2,7,118,0,56,68
AM SOCIOL REV,2011,WOS.SSCI,279,20,40,40,9,22,325,0,120,92
AM SOCIOL REV,2012,WOS.SSCI,493,21,45,45,11,38,355,0,133,88
AM SOCIOL REV,2013,WOS.SSCI,789,21,43,43,20,40,410,0,140,86
INT J MECH MATER DES,2008,,0,0,0,0,0,0,0,0,0,0
INT J MECH MATER DES,2009,,0,0,0,0,0,0,0,0,0,0
INT J MECH MATER DES,2010,WOS.SCI,1,14,24,24,0,1,91,0,0,64
INT J MECH MATER DES,2011,WOS.SCI,12,8,21,21,0,3,93,0,4,57
INT J MECH MATER DES,2012,WOS.SCI,29,11,24,24,1,7,116,0,9,61
INT J MECH MATER DES,2013,WOS.SCI,67,11,23,23,0,2,146,0,18,61
AUST ORTHOD J,2008,WOS.SCI,0,1,4,4,0,0,4,0,0,15
AUST ORTHOD J,2009,WOS.SCI,1,3,11,11,0,0,18,1,0,27
AUST ORTHOD J,2010,WOS.SCI,9,12,21,21,1,4,66,0,5,67
AUST ORTHOD J,2011,WOS.SCI,10,9,17,17,0,1,40,1,4,58
AUST ORTHOD J,2012,WOS.SCI,20,12,24,24,0,3,92,0,6,83
AUST ORTHOD J,2013,WOS.SCI,29,14,25,25,0,2,159,0,3,92
J CERAM SOC JPN,2008,WOS.SCI,1,6,42,42,0,0,67,8,0,165
J CERAM SOC JPN,2009,WOS.SCI,56,90,166,166,3,8,411,6,17,594
J CERAM SOC JPN,2010,WOS.SCI,192,87,212,212,10,50,860,3,69,714
J CERAM SOC JPN,2011,WOS.SCI,336,96,166,166,41,63,928,13,152,548
J CERAM SOC JPN,2012,WOS.SCI,547,50,120,120,26,56,710,2,144,404
J CERAM SOC JPN,2013,WOS.SCI,664,106,200,200,36,88,1297,5,133,685
CANCER CAUSE CONTROL,2008,WOS.SCI,0,0,25,25,0,0,39,1,0,147
CANCER CAUSE CONTROL,2009,WOS.SCI,82,34,160,160,0,4,474,8,17,928
CANCER CAUSE CONTROL,2010,WOS.SCI,451,91,225,225,11,39,1242,2,170,1610
CANCER CAUSE CONTROL,2011,WOS.SCI,1144,96,179,179,43,78,1524,10,522,1231
CANCER CAUSE CONTROL,2012,WOS.SCI,1963,114,222,222,67,126,2602,12,639,1402
CANCER CAUSE CONTROL,2013,WOS.SCI,2678,130,226,226,69,149,3096,8,584,1587
J BIOL REG HOMEOS AG,2008,WOS.SCI,1,3,18,18,0,0,53,0,0,126
J BIOL REG HOMEOS AG,2009,WOS.SCI,34,10,29,29,4,5,320,0,17,186
J BIOL REG HOMEOS AG,2010,WOS.SCI,123,29,57,57,12,19,600,0,41,343
J BIOL REG HOMEOS AG,2011,WOS.SCI,366,36,75,75,13,23,724,0,148,504
J BIOL REG HOMEOS AG,2012,WOS.SCI,465,35,88,88,28,50,1076,0,230,520
J BIOL REG HOMEOS AG,2013,WOS.SCI,442,58,107,107,33,47,1044,1,188,767
ROM J POLIT SCI,2008,,0,0,0,0,0,0,0,0,0,0
ROM J POLIT SCI,2009,WOS.SSCI,0,1,3,3,0,0,6,0,0,3
ROM J POLIT SCI,2010,WOS.SSCI,0,2,6,6,0,0,23,0,0,6
ROM J POLIT SCI,2011,WOS.SSCI,1,1,6,6,0,0,13,0,1,8
ROM J POLIT SCI,2012,WOS.SSCI,3,3,8,8,1,1,56,0,2,10
ROM J POLIT SCI,2013,WOS.SSCI,7,3,7,7,0,2,49,0,1,11
MIKROBIYOL BUL,2008,WOS.SCI,0,0,7,7,0,0,11,0,0,32
MIKROBIYOL BUL,2009,WOS.SCI,1,11,31,31,1,1,67,3,0,135
MIKROBIYOL BUL,2010,WOS.SCI,15,32,64,64,4,6,170,4,4,271
MIKROBIYOL BUL,2011,WOS.SCI,44,34,75,75,8,13,362,3,16,341
MIKROBIYOL BUL,2012,WOS.SCI,103,42,87,87,16,39,521,5,37,372
MIKROBIYOL BUL,2013,WOS.SCI,144,45,83,83,24,47,661,3,51,389
AJAR-AFR J AIDS RES,2008,WOS.SCI,0,0,5,5,0,0,14,1,0,9
AJAR-AFR J AIDS RES,2009,WOS.SCI,5,4,31,31,0,0,96,2,2,76
AJAR-AFR J AIDS RES,2010,WOS.SCI,19,10,40,40,0,5,122,2,6,98
AJAR-AFR J AIDS RES,2011,WOS.SCI,58,17,37,37,9,19,255,2,25,130
AJAR-AFR J AIDS RES,2012,WOS.SCI,49,34,34,34,9,9,306,2,12,86
AJAR-AFR J AIDS RES,2013,WOS.SCI,92,26,26,26,9,9,228,0,19,80
MANAGE DECIS,2008,WOS.SSCI,1,11,11,11,1,1,22,1,0,27
MANAGE DECIS,2009,WOS.SSCI,11,39,39,39,7,7,87,2,5,77
MANAGE DECIS,2010,WOS.SSCI,54,54,54,54,22,22,305,1,34,126
MANAGE DECIS,2011,WOS.SSCI,199,89,89,89,33,33,572,11,70,202
MANAGE DECIS,2012,WOS.SSCI,635,100,100,100,73,73,695,5,390,247
MANAGE DECIS,2013,WOS.SSCI,1223,106,106,106,74,74,985,2,428,274
ANN APPL PROBAB,2008,WOS.SCI,4,0,10,10,0,2,14,0,0,15
ANN APPL PROBAB,2009,WOS.SCI,16,20,38,38,0,2,56,0,6,82
ANN APPL PROBAB,2010,WOS.SCI,68,28,60,60,5,13,137,0,26,115
ANN APPL PROBAB,2011,WOS.SCI,144,31,64,64,8,15,225,0,49,146
ANN APPL PROBAB,2012,WOS.SCI,283,32,66,66,13,20,254,0,84,139
ANN APPL PROBAB,2013,WOS.SCI,383,33,73,73,14,38,350,0,111,165
RUSS CHEM B+,2008,WOS.SCI,0,12,43,43,0,0,56,5,0,193
RUSS CHEM B+,2009,WOS.SCI,24,72,156,156,4,20,304,3,5,587
RUSS CHEM B+,2010,WOS.SCI,109,131,265,265,20,51,706,5,42,1030
RUSS CHEM B+,2011,WOS.SCI,239,153,302,302,43,91,1291,18,91,1088
RUSS CHEM B+,2012,WOS.SCI,387,109,276,276,41,117,1450,15,102,962
RUSS CHEM B+,2013,WOS.SCI,591,232,332,332,115,167,2425,24,145,1273
CHINESE J ORG CHEM,2008,WOS.SCI,0,2,27,27,0,0,39,2,0,114
CHINESE J ORG CHEM,2009,WOS.SCI,21,75,183,183,0,4,544,5,3,670
CHINESE J ORG CHEM,2010,WOS.SCI,121,117,239,239,16,41,1369,1,48,929
CHINESE J ORG CHEM,2011,WOS.SCI,297,113,271,271,30,122,2101,0,118,1027
CHINESE J ORG CHEM,2012,WOS.SCI,532,142,300,300,105,250,3733,84,189,1139
CHINESE J ORG CHEM,2013,WOS.SCI,819,158,312,312,132,311,5708,89,195,1256
CENT EUR J IMMUNOL,2008,WOS.SCI,3,11,11,11,3,3,25,2,0,41
CENT EUR J IMMUNOL,2009,WOS.SCI,16,40,40,40,14,14,162,11,9,102
CENT EUR J IMMUNOL,2010,WOS.SCI,19,33,33,33,13,13,192,11,14,104
CENT EUR J IMMUNOL,2011,WOS.SCI,30,52,52,52,16,16,323,10,19,164
CENT EUR J IMMUNOL,2012,WOS.SCI,75,72,72,72,61,61,734,23,33,255
CENT EUR J IMMUNOL,2013,WOS.SCI,76,84,84,84,22,22,797,14,39,393
ARCH GEN PSYCHIAT,2008,WOS.SCI,43,16,69,69,0,7,118,2,0,360
ARCH GEN PSYCHIAT,2009,WOS.SCI,509,67,136,136,8,17,563,2,138,962
ARCH GEN PSYCHIAT,2010,WOS.SCI,1880,70,144,144,21,57,1260,5,761,1055
ARCH GEN PSYCHIAT,2011,WOS.SCI,3826,69,140,140,43,101,1913,7,1476,960
ARCH GEN PSYCHIAT,2012,WOS.SCI,6013,70,139,139,50,109,2318,5,1683,1175
ARCH GEN PSYCHIAT,2013,,7695,0,0,0,0,0,0,0,1515,0
PHOTOSYNTHETICA,2008,WOS.SCI,1,4,14,14,0,1,17,1,0,38
PHOTOSYNTHETICA,2009,WOS.SCI,15,23,51,51,1,3,105,1,1,195
PHOTOSYNTHETICA,2010,WOS.SCI,67,31,65,65,15,20,267,0,32,263
PHOTOSYNTHETICA,2011,WOS.SCI,142,34,71,71,14,36,416,1,38,295
PHOTOSYNTHETICA,2012,WOS.SCI,226,31,67,67,17,41,516,1,65,273
PHOTOSYNTHETICA,2013,WOS.SCI,362,33,68,68,23,35,619,2,69,302
APPL PSYCHOL-HLTH WE,2008,,0,0,0,0,0,0,0,0,0,0
APPL PSYCHOL-HLTH WE,2009,WOS.SSCI,1,6,16,16,0,0,71,0,0,48
APPL PSYCHOL-HLTH WE,2010,WOS.SSCI,24,7,17,17,0,0,80,0,13,52
APPL PSYCHOL-HLTH WE,2011,WOS.SSCI,39,5,17,17,3,9,159,0,22,50
APPL PSYCHOL-HLTH WE,2012,WOS.SSCI,104,6,18,18,4,8,233,0,28,76
APPL PSYCHOL-HLTH WE,2013,WOS.SSCI,153,6,18,18,6,8,242,1,39,55
MARKETING THEOR,2008,WOS.SSCI,0,0,3,3,0,0,12,0,0,3
MARKETING THEOR,2009,WOS.SSCI,1,6,12,12,0,0,34,0,0,17
MARKETING THEOR,2010,WOS.SSCI,11,7,18,18,1,4,72,0,3,41
MARKETING THEOR,2011,WOS.SSCI,33,11,26,26,0,15,162,0,8,42
MARKETING THEOR,2012,WOS.SSCI,56,17,32,32,6,20,156,0,16,85
MARKETING THEOR,2013,WOS.SSCI,139,12,31,31,18,28,254,0,48,50
J IRAN CHEM SOC,2008,WOS.SCI,9,1,12,12,0,0,31,1,0,33
J IRAN CHEM SOC,2009,WOS.SCI,35,20,42,42,5,9,172,4,16,145
J IRAN CHEM SOC,2010,WOS.SCI,119,40,103,103,13,26,550,4,59,323
J IRAN CHEM SOC,2011,WOS.SCI,384,69,124,124,36,96,1002,3,145,396
J IRAN CHEM SOC,2012,WOS.SCI,475,43,113,113,18,53,984,0,190,413
J IRAN CHEM SOC,2013,WOS.SCI,696,70,143,143,48,98,1650,1,149,464
ARCH LEBENSMITTELHYG,2008,WOS.SCI,0,0,4,4,0,0,4,0,0,15
ARCH LEBENSMITTELHYG,2009,WOS.SCI,4,13,19,19,2,2,65,1,1,49
ARCH LEBENSMITTELHYG,2010,WOS.SCI,17,11,26,26,2,7,105,0,5,76
ARCH LEBENSMITTELHYG,2011,WOS.SCI,13,11,24,24,0,1,141,2,8,100
ARCH LEBENSMITTELHYG,2012,WOS.SCI,21,11,25,25,2,6,107,1,6,86
ARCH LEBENSMITTELHYG,2013,,37,0,0,0,0,0,0,0,7,0
BIOFACTORS,2008,WOS.SCI,1,48,48,48,1,1,163,0,0,257
BIOFACTORS,2009,WOS.SCI,56,38,61,61,0,1,514,12,4,204
BIOFACTORS,2010,WOS.SCI,359,28,58,58,2,4,874,0,162,214
BIOFACTORS,2011,WOS.SCI,635,29,57,57,0,7,861,29,277,214
BIOFACTORS,2012,WOS.SCI,785,31,59,59,3,7,990,28,161,238
BIOFACTORS,2013,WOS.SCI,952,29,65,65,2,6,1934,30,175,262
J WORLD ENERGY LAW B,2008,WOS.SSCI,0,0,2,2,0,0,2,0,0,2
J WORLD ENERGY LAW B,2009,WOS.SSCI,0,0,2,2,0,0,2,0,0,4
J WORLD ENERGY LAW B,2010,WOS.SSCI,3,1,1,1,1,1,1,0,3,1
J WORLD ENERGY LAW B,2011,WOS.SSCI,2,6,7,7,0,0,19,0,0,8
J WORLD ENERGY LAW B,2012,WOS.SSCI,3,3,4,4,0,0,7,0,0,8
J WORLD ENERGY LAW B,2013,WOS.SSCI,2,4,8,8,1,1,28,0,1,18
ING QUIM-URUGUAY,2008,,0,0,0,0,0,0,0,0,0,0
ING QUIM-URUGUAY,2009,WOS.SCI,0,1,2,2,0,0,3,0,0,5
ING QUIM-URUGUAY,2010,WOS.SCI,0,0,3,3,0,0,5,0,0,8
ING QUIM-URUGUAY,2011,,0,0,0,0,0,0,0,0,0,0
ING QUIM-URUGUAY,2012,,0,0,0,0,0,0,0,0,0,0
ING QUIM-URUGUAY,2013,,0,0,0,0,0,0,0,0,0,0
LABMEDICINE,2008,WOS.SCI,0,6,21,21,0,0,35,4,0,52
LABMEDICINE,2009,WOS.SCI,10,26,55,55,4,6,152,1,3,243
LABMEDICINE,2010,WOS.SCI,17,46,85,85,1,7,300,1,6,323
LABMEDICINE,2011,WOS.SCI,40,42,88,88,1,4,520,2,19,361
LABMEDICINE,2012,WOS.SCI,65,23,34,34,1,3,160,1,12,145
LABMEDICINE,2013,WOS.SCI,102,22,49,49,4,5,261,6,15,209
GEOM FUNCT ANAL,2008,WOS.SCI,1,1,5,5,0,0,6,0,0,8
GEOM FUNCT ANAL,2009,WOS.SCI,14,10,23,23,0,0,34,0,6,41
GEOM FUNCT ANAL,2010,WOS.SCI,51,22,48,48,5,7,126,0,18,92
GEOM FUNCT ANAL,2011,WOS.SCI,122,14,34,34,2,8,152,0,53,71
GEOM FUNCT ANAL,2012,WOS.SCI,206,19,44,44,1,4,190,0,89,80
GEOM FUNCT ANAL,2013,WOS.SCI,254,28,45,45,4,5,209,0,61,92
HEALTH AFFAIR,2008,WOS.SCI,51,13,84,84,4,24,130,0,0,238
HEALTH AFFAIR,2009,WOS.SCI,503,112,229,229,66,128,635,2,113,580
HEALTH AFFAIR,2010,WOS.SCI,1313,148,269,269,109,204,1308,2,545,768
HEALTH AFFAIR,2011,WOS.SCI,2413,135,264,264,109,224,1558,1,1018,879
HEALTH AFFAIR,2012,WOS.SCI,3662,147,313,313,138,355,2084,4,1148,1044
HEALTH AFFAIR,2013,WOS.SCI,4894,130,264,264,180,422,2212,3,950,855
J RELIG HEALTH,2008,WOS.SSCI,0,0,2,2,0,0,2,0,0,3
J RELIG HEALTH,2009,WOS.SSCI,1,2,9,9,1,1,11,0,0,21
J RELIG HEALTH,2010,WOS.SSCI,12,4,20,20,0,2,70,1,3,59
J RELIG HEALTH,2011,WOS.SSCI,38,22,50,50,3,7,195,1,13,135
J RELIG HEALTH,2012,WOS.SSCI,67,24,65,65,4,9,306,3,18,218
J RELIG HEALTH,2013,WOS.SSCI,161,37,81,81,12,16,404,3,57,233
BIOTECHNOL LETT,2008,WOS.SCI,2,1,37,37,0,0,63,5,0,165
BIOTECHNOL LETT,2009,WOS.SCI,95,63,165,165,2,6,444,11,26,741
BIOTECHNOL LETT,2010,WOS.SCI,415,102,235,235,6,21,934,22,165,1079
BIOTECHNOL LETT,2011,WOS.SCI,899,159,311,311,23,46,1660,23,343,1436
BIOTECHNOL LETT,2012,WOS.SCI,1618,148,295,295,48,84,1923,16,505,1558
BIOTECHNOL LETT,2013,WOS.SCI,2170,126,281,281,35,85,2330,18,487,1383
ECOL PSYCHOL,2008,WOS.SSCI,0,0,2,2,0,0,2,0,0,2
ECOL PSYCHOL,2009,WOS.SSCI,1,10,10,10,0,0,21,0,0,21
ECOL PSYCHOL,2010,WOS.SSCI,18,16,16,16,7,7,64,0,11,36
ECOL PSYCHOL,2011,WOS.SSCI,39,13,13,13,11,11,64,0,25,34
ECOL PSYCHOL,2012,WOS.SSCI,80,15,15,15,13,13,118,0,30,43
ECOL PSYCHOL,2013,WOS.SSCI,51,6,22,22,2,7,155,0,14,47
INT J TECHNOL MANAGE,2008,,0,0,0,0,0,0,0,0,0,0
INT J TECHNOL MANAGE,2009,WOS.SCI,2,3,3,3,0,0,3,0,0,13
INT J TECHNOL MANAGE,2010,WOS.SCI,4,28,28,28,0,0,40,0,1,62
INT J TECHNOL MANAGE,2011,WOS.SCI,18,36,36,36,0,0,138,0,8,84
INT J TECHNOL MANAGE,2012,WOS.SCI,30,46,46,46,7,7,302,1,18,110
INT J TECHNOL MANAGE,2013,WOS.SCI,56,41,41,41,16,16,471,1,26,109
INT J URBAN REGIONAL,2008,WOS.SSCI,3,5,5,5,1,1,19,0,0,6
INT J URBAN REGIONAL,2009,WOS.SSCI,28,20,20,20,22,22,65,1,3,35
INT J URBAN REGIONAL,2010,WOS.SSCI,79,31,31,31,34,34,99,0,33,49
INT J URBAN REGIONAL,2011,WOS.SSCI,130,32,45,45,5,7,143,0,38,71
INT J URBAN REGIONAL,2012,WOS.SSCI,273,31,64,64,18,50,306,7,69,91
INT J URBAN REGIONAL,2013,WOS.SSCI,428,57,113,113,43,80,672,5,76,162
PPAR RES,2008,WOS.SCI,20,70,70,70,11,11,296,64,0,215
PPAR RES,2009,WOS.SCI,103,38,38,38,7,7,326,23,49,154
PPAR RES,2010,WOS.SCI,212,55,55,55,21,21,855,31,126,273
PPAR RES,2011,WOS.SCI,234,18,18,18,7,7,249,3,55,120
PPAR RES,2012,WOS.SCI,345,83,83,83,50,50,1987,44,71,374
PPAR RES,2013,WOS.SCI,441,33,33,33,13,13,694,11,50,167
ZOOL ZH,2008,WOS.SCI,0,0,6,6,0,0,6,0,0,16
ZOOL ZH,2009,WOS.SCI,2,7,16,16,1,1,20,1,1,44
ZOOL ZH,2010,WOS.SCI,18,17,31,31,4,4,50,0,9,70
ZOOL ZH,2011,WOS.SCI,23,29,53,53,3,6,148,0,10,94
ZOOL ZH,2012,WOS.SCI,51,35,78,78,8,16,169,0,17,180
ZOOL ZH,2013,WOS.SCI,47,42,88,88,8,13,223,0,21,177
CHILD DEV,2008,WOS.SSCI,20,4,22,22,0,12,40,3,0,74
CHILD DEV,2009,WOS.SSCI,105,39,84,84,2,4,163,3,31,313
CHILD DEV,2010,WOS.SSCI,467,61,115,115,37,61,477,4,200,392
CHILD DEV,2011,WOS.SSCI,1182,58,131,131,58,91,800,1,473,439
